Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Store,Country
1034,2026-01-02,CUST-0434,Male,25,Jewelry,1,325234,325234,Dubai Mall,UAE
1035,2026-01-02,CUST-0227,Male,34,Jewelry,2,115029,230058,Dubai Mall,UAE
1036,2026-01-02,CUST-0336,Male,26,Jewelry,1,60833,60833,Dubai Mall,UAE
1037,2026-01-02,CUST-0125,Male,27,Jewelry,1,323645,323645,Dubai Mall,UAE
1038,2026-01-02,CUST-0348,Female,35,Fragrances,1,17368,17368,Dubai Mall,UAE
1039,2026-01-02,CUST-0101,Female,38,Fragrances,1,18871,18871,Abu Dhabi,UAE
1040,2026-01-02,CUST-0456,Female,31,Fragrances,1,15905,15905,Abu Dhabi,UAE
1041,2026-01-02,CUST-0476,Male,42,Watches,1,68332,68332,Abu Dhabi,UAE
1042,2026-01-02,CUST-0591,Male,33,Leather Goods,1,79386,79386,London Harrods,UK
1043,2026-01-02,CUST-0306,Male,58,Watches,2,48946,97892,London Harrods,UK
1044,2026-01-02,CUST-0314,Female,38,Jewelry,1,198413,198413,London Harrods,UK
1045,2026-01-02,CUST-0302,Male,64,Jewelry,1,247687,247687,London Harrods,UK
1046,2026-01-02,CUST-0579,Male,22,Leather Goods,2,42032,84064,London Harrods,UK
1047,2026-01-02,CUST-0137,Male,54,Leather Goods,3,115839,347517,London Harrods,UK
1048,2026-01-02,CUST-0550,Male,45,Jewelry,2,377645,755290,London Harrods,UK
1049,2026-01-02,CUST-0254,Male,64,Jewelry,1,145004,145004,London Harrods,UK
1050,2026-01-02,CUST-0580,Male,38,Couture,1,109308,109308,Milan Duomo,Italy
1051,2026-01-02,CUST-0239,Female,60,Watches,1,55052,55052,Milan Duomo,Italy
1052,2026-01-02,CUST-0536,Female,54,Jewelry,1,116073,116073,Milan Duomo,Italy
1053,2026-01-02,CUST-0147,Female,39,Leather Goods,2,87439,174878,Milan Duomo,Italy
1054,2026-01-02,CUST-0234,Male,50,Watches,1,82323,82323,Milan Duomo,Italy
1055,2026-01-03,CUST-0562,Male,56,Watches,2,50197,100394,Mumbai Flagship,India
1056,2026-01-03,CUST-0320,Male,24,Watches,1,86871,86871,Mumbai Flagship,India
1057,2026-01-03,CUST-0540,Male,44,Jewelry,2,349469,698938,Mumbai Flagship,India
1058,2026-01-03,CUST-0499,Female,61,Jewelry,1,89708,89708,Mumbai Flagship,India
1059,2026-01-03,CUST-0183,Male,48,Couture,1,271652,271652,Mumbai Flagship,India
1060,2026-01-03,CUST-0576,Female,64,Watches,1,144579,144579,Mumbai Flagship,India
1061,2026-01-03,CUST-0503,Male,46,Fragrances,1,16464,16464,Delhi Chanakya,India
1062,2026-01-03,CUST-0518,Female,44,Fragrances,1,17622,17622,Delhi Chanakya,India
1063,2026-01-03,CUST-0112,Male,47,Jewelry,1,285742,285742,Delhi Chanakya,India
1064,2026-01-03,CUST-0242,Female,63,Jewelry,3,325566,976698,Delhi Chanakya,India
1065,2026-01-03,CUST-0269,Male,29,Leather Goods,2,60088,120176,Delhi Chanakya,India
1066,2026-01-03,CUST-0405,Female,44,Leather Goods,1,106427,106427,Dubai Mall,UAE
1067,2026-01-03,CUST-0361,Male,46,Couture,1,111777,111777,Dubai Mall,UAE
1068,2026-01-03,CUST-0323,Male,55,Fragrances,1,7338,7338,Dubai Mall,UAE
1069,2026-01-03,CUST-0479,Male,45,Fragrances,2,11670,23340,Dubai Mall,UAE
1070,2026-01-03,CUST-0419,Female,64,Jewelry,2,392911,785822,Dubai Mall,UAE
1071,2026-01-03,CUST-0258,Female,42,Couture,1,197774,197774,Dubai Mall,UAE
1072,2026-01-03,CUST-0315,Female,65,Jewelry,1,102516,102516,Dubai Mall,UAE
1073,2026-01-03,CUST-0307,Male,41,Couture,1,88662,88662,Dubai Mall,UAE
1074,2026-01-03,CUST-0435,Female,51,Jewelry,1,142392,142392,Dubai Mall,UAE
1075,2026-01-03,CUST-0506,Male,64,Jewelry,1,230258,230258,Dubai Mall,UAE
1076,2026-01-03,CUST-0271,Male,37,Watches,1,107025,107025,Dubai Mall,UAE
1077,2026-01-03,CUST-0112,Male,37,Leather Goods,1,26812,26812,Dubai Mall,UAE
1078,2026-01-03,CUST-0333,Female,62,Fragrances,2,12766,25532,Abu Dhabi,UAE
1079,2026-01-03,CUST-0304,Male,31,Leather Goods,1,63835,63835,Abu Dhabi,UAE
1080,2026-01-03,CUST-0494,Male,49,Leather Goods,2,10730,21460,Abu Dhabi,UAE
1081,2026-01-03,CUST-0337,Male,57,Watches,1,159093,159093,Abu Dhabi,UAE
1082,2026-01-03,CUST-0386,Female,50,Leather Goods,1,72839,72839,London Harrods,UK
1083,2026-01-03,CUST-0525,Female,32,Leather Goods,1,63927,63927,London Harrods,UK
1084,2026-01-03,CUST-0226,Female,55,Couture,1,141582,141582,London Harrods,UK
1085,2026-01-03,CUST-0465,Female,37,Leather Goods,1,27694,27694,London Harrods,UK
1086,2026-01-03,CUST-0170,Male,36,Jewelry,1,109363,109363,London Harrods,UK
1087,2026-01-03,CUST-0312,Female,43,Jewelry,1,64068,64068,London Harrods,UK
1088,2026-01-03,CUST-0315,Female,59,Leather Goods,1,39109,39109,London Harrods,UK
1089,2026-01-03,CUST-0394,Female,52,Fragrances,2,4391,8782,London Harrods,UK
1090,2026-01-03,CUST-0536,Female,56,Watches,2,84629,169258,Milan Duomo,Italy
1091,2026-01-03,CUST-0212,Female,36,Couture,1,156275,156275,Milan Duomo,Italy
1092,2026-01-03,CUST-0442,Female,32,Jewelry,1,160328,160328,Milan Duomo,Italy
1093,2026-01-03,CUST-0373,Male,47,Couture,3,268435,805305,Milan Duomo,Italy
1094,2026-01-03,CUST-0319,Male,51,Leather Goods,1,58564,58564,Milan Duomo,Italy
1095,2026-01-03,CUST-0332,Female,43,Jewelry,1,92623,92623,Milan Duomo,Italy
1096,2026-01-03,CUST-0525,Female,38,Couture,2,123420,246840,Milan Duomo,Italy
1097,2026-01-03,CUST-0126,Female,36,Couture,2,140718,281436,Milan Duomo,Italy
1098,2026-01-03,CUST-0486,Male,37,Couture,1,215504,215504,Milan Duomo,Italy
1099,2026-01-03,CUST-0164,Female,64,Jewelry,1,29913,29913,Milan Duomo,Italy
1100,2026-01-03,CUST-0231,Female,32,Watches,1,203053,203053,Milan Duomo,Italy
1101,2026-01-04,CUST-0259,Male,59,Couture,1,214450,214450,Mumbai Flagship,India
1102,2026-01-04,CUST-0590,Female,47,Watches,1,79627,79627,Mumbai Flagship,India
1103,2026-01-04,CUST-0525,Male,28,Fragrances,1,7431,7431,Delhi Chanakya,India
1104,2026-01-04,CUST-0512,Male,58,Couture,1,109687,109687,Delhi Chanakya,India
1105,2026-01-04,CUST-0274,Male,48,Jewelry,1,124249,124249,Dubai Mall,UAE
1106,2026-01-04,CUST-0425,Female,31,Couture,3,76777,230331,Dubai Mall,UAE
1107,2026-01-04,CUST-0238,Female,51,Jewelry,3,255637,766911,Dubai Mall,UAE
1108,2026-01-04,CUST-0536,Male,27,Jewelry,1,254370,254370,Dubai Mall,UAE
1109,2026-01-04,CUST-0391,Female,43,Jewelry,2,149013,298026,Dubai Mall,UAE
1110,2026-01-04,CUST-0208,Female,38,Watches,1,170704,170704,Dubai Mall,UAE
1111,2026-01-04,CUST-0241,Male,55,Jewelry,2,336153,672306,Dubai Mall,UAE
1112,2026-01-04,CUST-0350,Male,52,Fragrances,2,5911,11822,Abu Dhabi,UAE
1113,2026-01-04,CUST-0147,Female,36,Leather Goods,2,44483,88966,Abu Dhabi,UAE
1114,2026-01-04,CUST-0276,Female,57,Couture,1,121583,121583,London Harrods,UK
1115,2026-01-04,CUST-0228,Male,29,Jewelry,1,241827,241827,London Harrods,UK
1116,2026-01-04,CUST-0586,Male,34,Couture,2,112102,224204,London Harrods,UK
1117,2026-01-04,CUST-0489,Female,28,Jewelry,2,159852,319704,London Harrods,UK
1118,2026-01-04,CUST-0254,Male,56,Couture,1,108771,108771,Milan Duomo,Italy
1119,2026-01-04,CUST-0249,Male,62,Watches,1,44597,44597,Milan Duomo,Italy
1120,2026-01-04,CUST-0393,Female,52,Fragrances,2,11000,22000,Milan Duomo,Italy
1121,2026-01-04,CUST-0229,Female,29,Leather Goods,3,34069,102207,Milan Duomo,Italy
1122,2026-01-04,CUST-0422,Male,31,Couture,1,127393,127393,Milan Duomo,Italy
1123,2026-01-05,CUST-0491,Female,60,Jewelry,1,463064,463064,Mumbai Flagship,India
1124,2026-01-05,CUST-0294,Female,50,Leather Goods,2,54626,109252,Mumbai Flagship,India
1125,2026-01-05,CUST-0391,Male,61,Jewelry,1,196193,196193,Mumbai Flagship,India
1126,2026-01-05,CUST-0420,Male,38,Fragrances,2,6134,12268,Mumbai Flagship,India
1127,2026-01-05,CUST-0138,Male,22,Couture,1,85964,85964,Mumbai Flagship,India
1128,2026-01-05,CUST-0116,Male,40,Jewelry,1,236034,236034,Mumbai Flagship,India
1129,2026-01-05,CUST-0451,Male,38,Couture,1,193286,193286,Delhi Chanakya,India
1130,2026-01-05,CUST-0578,Male,49,Fragrances,1,12985,12985,Delhi Chanakya,India
1131,2026-01-05,CUST-0236,Male,26,Watches,1,69159,69159,Delhi Chanakya,India
1132,2026-01-05,CUST-0522,Female,50,Watches,1,156467,156467,Delhi Chanakya,India
1133,2026-01-05,CUST-0352,Female,27,Leather Goods,1,94662,94662,Dubai Mall,UAE
1134,2026-01-05,CUST-0409,Female,23,Leather Goods,2,84808,169616,Dubai Mall,UAE
1135,2026-01-05,CUST-0394,Male,65,Watches,2,209914,419828,Dubai Mall,UAE
1136,2026-01-05,CUST-0189,Female,55,Couture,2,162813,325626,Dubai Mall,UAE
1137,2026-01-05,CUST-0399,Female,62,Leather Goods,1,89341,89341,Dubai Mall,UAE
1138,2026-01-05,CUST-0309,Female,42,Couture,1,299416,299416,Dubai Mall,UAE
1139,2026-01-05,CUST-0455,Female,40,Leather Goods,1,80083,80083,Dubai Mall,UAE
1140,2026-01-05,CUST-0118,Female,27,Leather Goods,2,38055,76110,Abu Dhabi,UAE
1141,2026-01-05,CUST-0306,Male,64,Jewelry,3,110387,331161,Abu Dhabi,UAE
1142,2026-01-05,CUST-0365,Female,61,Fragrances,1,10608,10608,Abu Dhabi,UAE
1143,2026-01-05,CUST-0574,Female,50,Couture,1,93376,93376,London Harrods,UK
1144,2026-01-05,CUST-0422,Male,32,Fragrances,1,10915,10915,London Harrods,UK
1145,2026-01-05,CUST-0215,Male,51,Jewelry,1,27216,27216,London Harrods,UK
1146,2026-01-05,CUST-0577,Female,54,Fragrances,1,13354,13354,London Harrods,UK
1147,2026-01-05,CUST-0341,Male,51,Couture,1,130155,130155,Milan Duomo,Italy
1148,2026-01-05,CUST-0360,Male,26,Leather Goods,2,36911,73822,Milan Duomo,Italy
1149,2026-01-06,CUST-0520,Male,40,Jewelry,1,378555,378555,Mumbai Flagship,India
1150,2026-01-06,CUST-0437,Female,31,Couture,1,234075,234075,Mumbai Flagship,India
1151,2026-01-06,CUST-0490,Female,51,Jewelry,1,159899,159899,Mumbai Flagship,India
1152,2026-01-06,CUST-0222,Female,36,Fragrances,3,17915,53745,Delhi Chanakya,India
1153,2026-01-06,CUST-0342,Female,46,Fragrances,1,9938,9938,Delhi Chanakya,India
1154,2026-01-06,CUST-0177,Female,24,Fragrances,1,16060,16060,Delhi Chanakya,India
1155,2026-01-06,CUST-0151,Female,28,Watches,1,211769,211769,Delhi Chanakya,India
1156,2026-01-06,CUST-0179,Male,52,Couture,1,129121,129121,Dubai Mall,UAE
1157,2026-01-06,CUST-0303,Male,43,Couture,1,103477,103477,Dubai Mall,UAE
1158,2026-01-06,CUST-0262,Female,56,Fragrances,1,17641,17641,Dubai Mall,UAE
1159,2026-01-06,CUST-0571,Female,36,Watches,1,49027,49027,Abu Dhabi,UAE
1160,2026-01-06,CUST-0424,Male,50,Couture,1,133659,133659,Abu Dhabi,UAE
1161,2026-01-06,CUST-0283,Female,49,Watches,1,81172,81172,London Harrods,UK
1162,2026-01-06,CUST-0505,Male,32,Watches,1,109362,109362,London Harrods,UK
1163,2026-01-06,CUST-0449,Male,53,Watches,1,121647,121647,London Harrods,UK
1164,2026-01-06,CUST-0230,Female,38,Fragrances,1,6764,6764,London Harrods,UK
1165,2026-01-06,CUST-0247,Male,26,Couture,1,258572,258572,Milan Duomo,Italy
1166,2026-01-06,CUST-0427,Female,38,Leather Goods,1,34387,34387,Milan Duomo,Italy
1167,2026-01-06,CUST-0536,Female,28,Leather Goods,3,31591,94773,Milan Duomo,Italy
1168,2026-01-07,CUST-0524,Female,39,Leather Goods,1,110953,110953,Mumbai Flagship,India
1169,2026-01-07,CUST-0598,Male,60,Watches,2,174552,349104,Mumbai Flagship,India
1170,2026-01-07,CUST-0497,Male,60,Couture,2,232432,464864,Mumbai Flagship,India
1171,2026-01-07,CUST-0228,Male,62,Fragrances,1,7660,7660,Mumbai Flagship,India
1172,2026-01-07,CUST-0503,Female,24,Watches,1,124634,124634,Mumbai Flagship,India
1173,2026-01-07,CUST-0251,Female,48,Leather Goods,1,65250,65250,Delhi Chanakya,India
1174,2026-01-07,CUST-0597,Female,55,Watches,1,58393,58393,Delhi Chanakya,India
1175,2026-01-07,CUST-0567,Female,40,Leather Goods,1,29735,29735,Delhi Chanakya,India
1176,2026-01-07,CUST-0593,Male,31,Couture,1,116162,116162,Delhi Chanakya,India
1177,2026-01-07,CUST-0533,Female,27,Leather Goods,1,59612,59612,Dubai Mall,UAE
1178,2026-01-07,CUST-0332,Female,65,Couture,1,50172,50172,Dubai Mall,UAE
1179,2026-01-07,CUST-0426,Female,28,Couture,1,102998,102998,Dubai Mall,UAE
1180,2026-01-07,CUST-0582,Female,61,Leather Goods,1,43062,43062,Dubai Mall,UAE
1181,2026-01-07,CUST-0565,Female,63,Watches,2,48095,96190,Dubai Mall,UAE
1182,2026-01-07,CUST-0255,Female,29,Jewelry,2,60729,121458,Abu Dhabi,UAE
1183,2026-01-07,CUST-0332,Female,64,Watches,1,181034,181034,Abu Dhabi,UAE
1184,2026-01-07,CUST-0553,Female,63,Leather Goods,2,52016,104032,London Harrods,UK
1185,2026-01-07,CUST-0587,Female,24,Watches,1,103224,103224,London Harrods,UK
1186,2026-01-07,CUST-0220,Female,28,Couture,1,95595,95595,London Harrods,UK
1187,2026-01-07,CUST-0430,Female,25,Fragrances,2,9393,18786,London Harrods,UK
1188,2026-01-07,CUST-0534,Female,27,Jewelry,1,73695,73695,London Harrods,UK
1189,2026-01-07,CUST-0110,Male,43,Couture,1,177876,177876,London Harrods,UK
1190,2026-01-07,CUST-0135,Male,59,Jewelry,1,57206,57206,Milan Duomo,Italy
1191,2026-01-07,CUST-0175,Male,39,Jewelry,1,329035,329035,Milan Duomo,Italy
1192,2026-01-07,CUST-0228,Male,29,Fragrances,1,6785,6785,Milan Duomo,Italy
1193,2026-01-08,CUST-0265,Male,33,Watches,1,155872,155872,Mumbai Flagship,India
1194,2026-01-08,CUST-0158,Male,52,Jewelry,1,57418,57418,Mumbai Flagship,India
1195,2026-01-08,CUST-0331,Male,61,Jewelry,1,121711,121711,Mumbai Flagship,India
1196,2026-01-08,CUST-0366,Female,51,Watches,2,154370,308740,Mumbai Flagship,India
1197,2026-01-08,CUST-0533,Female,49,Leather Goods,3,14470,43410,Mumbai Flagship,India
1198,2026-01-08,CUST-0137,Male,42,Couture,2,144699,289398,Delhi Chanakya,India
1199,2026-01-08,CUST-0424,Female,46,Leather Goods,1,17396,17396,Delhi Chanakya,India
1200,2026-01-08,CUST-0409,Female,28,Fragrances,1,11556,11556,Delhi Chanakya,India
1201,2026-01-08,CUST-0543,Male,49,Leather Goods,1,82991,82991,Dubai Mall,UAE
1202,2026-01-08,CUST-0332,Female,48,Jewelry,1,83997,83997,Dubai Mall,UAE
1203,2026-01-08,CUST-0230,Female,31,Couture,1,111581,111581,Dubai Mall,UAE
1204,2026-01-08,CUST-0143,Male,49,Leather Goods,1,43265,43265,Dubai Mall,UAE
1205,2026-01-08,CUST-0384,Male,59,Watches,2,145026,290052,Dubai Mall,UAE
1206,2026-01-08,CUST-0310,Female,64,Fragrances,1,12010,12010,Dubai Mall,UAE
1207,2026-01-08,CUST-0126,Female,60,Fragrances,2,10095,20190,Abu Dhabi,UAE
1208,2026-01-08,CUST-0179,Female,36,Jewelry,1,51588,51588,Abu Dhabi,UAE
1209,2026-01-08,CUST-0215,Female,57,Leather Goods,1,20435,20435,London Harrods,UK
1210,2026-01-08,CUST-0429,Male,60,Fragrances,1,16639,16639,London Harrods,UK
1211,2026-01-08,CUST-0192,Female,41,Fragrances,1,16897,16897,London Harrods,UK
1212,2026-01-08,CUST-0173,Female,26,Fragrances,1,9193,9193,London Harrods,UK
1213,2026-01-08,CUST-0482,Male,46,Watches,1,125599,125599,London Harrods,UK
1214,2026-01-08,CUST-0469,Female,58,Leather Goods,1,34082,34082,Milan Duomo,Italy
1215,2026-01-08,CUST-0486,Male,65,Leather Goods,1,83854,83854,Milan Duomo,Italy
1216,2026-01-08,CUST-0410,Female,48,Watches,1,96724,96724,Milan Duomo,Italy
1217,2026-01-09,CUST-0447,Female,55,Watches,1,94918,94918,Mumbai Flagship,India
1218,2026-01-09,CUST-0406,Male,22,Couture,1,62406,62406,Mumbai Flagship,India
1219,2026-01-09,CUST-0491,Female,40,Jewelry,2,389255,778510,Mumbai Flagship,India
1220,2026-01-09,CUST-0189,Male,46,Jewelry,2,24184,48368,Mumbai Flagship,India
1221,2026-01-09,CUST-0442,Female,26,Leather Goods,1,27141,27141,Mumbai Flagship,India
1222,2026-01-09,CUST-0335,Male,42,Jewelry,1,259452,259452,Mumbai Flagship,India
1223,2026-01-09,CUST-0313,Female,29,Leather Goods,2,50877,101754,Delhi Chanakya,India
1224,2026-01-09,CUST-0585,Female,45,Jewelry,1,412926,412926,Delhi Chanakya,India
1225,2026-01-09,CUST-0401,Female,55,Watches,1,169001,169001,Delhi Chanakya,India
1226,2026-01-09,CUST-0213,Female,32,Watches,2,176093,352186,Delhi Chanakya,India
1227,2026-01-09,CUST-0199,Female,44,Watches,1,125608,125608,Delhi Chanakya,India
1228,2026-01-09,CUST-0220,Male,31,Couture,2,227645,455290,Delhi Chanakya,India
1229,2026-01-09,CUST-0488,Male,33,Jewelry,1,69425,69425,Delhi Chanakya,India
1230,2026-01-09,CUST-0448,Female,62,Jewelry,1,187175,187175,Dubai Mall,UAE
1231,2026-01-09,CUST-0423,Female,39,Jewelry,1,145503,145503,Dubai Mall,UAE
1232,2026-01-09,CUST-0336,Female,24,Leather Goods,1,34805,34805,Dubai Mall,UAE
1233,2026-01-09,CUST-0542,Male,61,Watches,1,165737,165737,Dubai Mall,UAE
1234,2026-01-09,CUST-0588,Male,50,Leather Goods,1,36971,36971,Dubai Mall,UAE
1235,2026-01-09,CUST-0409,Female,54,Fragrances,1,12158,12158,Dubai Mall,UAE
1236,2026-01-09,CUST-0560,Female,27,Watches,1,47849,47849,Dubai Mall,UAE
1237,2026-01-09,CUST-0324,Female,55,Jewelry,1,69181,69181,Dubai Mall,UAE
1238,2026-01-09,CUST-0244,Female,48,Jewelry,1,65600,65600,Dubai Mall,UAE
1239,2026-01-09,CUST-0423,Female,26,Couture,1,187055,187055,Dubai Mall,UAE
1240,2026-01-09,CUST-0229,Male,43,Jewelry,1,185112,185112,Dubai Mall,UAE
1241,2026-01-09,CUST-0258,Female,30,Watches,2,130872,261744,Abu Dhabi,UAE
1242,2026-01-09,CUST-0292,Female,30,Leather Goods,1,93649,93649,Abu Dhabi,UAE
1243,2026-01-09,CUST-0450,Male,63,Leather Goods,2,76232,152464,Abu Dhabi,UAE
1244,2026-01-09,CUST-0274,Female,34,Watches,3,79245,237735,London Harrods,UK
1245,2026-01-09,CUST-0532,Male,54,Jewelry,1,60165,60165,London Harrods,UK
1246,2026-01-09,CUST-0119,Female,61,Couture,2,233237,466474,London Harrods,UK
1247,2026-01-09,CUST-0525,Male,50,Watches,1,87844,87844,London Harrods,UK
1248,2026-01-09,CUST-0596,Female,61,Watches,2,86236,172472,London Harrods,UK
1249,2026-01-09,CUST-0373,Male,41,Jewelry,1,262500,262500,Milan Duomo,Italy
1250,2026-01-09,CUST-0199,Female,65,Fragrances,2,15889,31778,Milan Duomo,Italy
1251,2026-01-09,CUST-0244,Female,54,Fragrances,1,22552,22552,Milan Duomo,Italy
1252,2026-01-10,CUST-0228,Male,63,Fragrances,1,16253,16253,Mumbai Flagship,India
1253,2026-01-10,CUST-0464,Male,40,Jewelry,2,124440,248880,Mumbai Flagship,India
1254,2026-01-10,CUST-0362,Male,49,Watches,1,61778,61778,Delhi Chanakya,India
1255,2026-01-10,CUST-0552,Female,23,Watches,2,188554,377108,Delhi Chanakya,India
1256,2026-01-10,CUST-0297,Male,45,Jewelry,1,132056,132056,Delhi Chanakya,India
1257,2026-01-10,CUST-0465,Female,31,Jewelry,1,109068,109068,Delhi Chanakya,India
1258,2026-01-10,CUST-0456,Male,52,Watches,2,76550,153100,Delhi Chanakya,India
1259,2026-01-10,CUST-0380,Female,29,Watches,2,72826,145652,Dubai Mall,UAE
1260,2026-01-10,CUST-0222,Female,62,Couture,1,98927,98927,Dubai Mall,UAE
1261,2026-01-10,CUST-0563,Female,60,Couture,1,138128,138128,Dubai Mall,UAE
1262,2026-01-10,CUST-0467,Male,40,Jewelry,1,212672,212672,Dubai Mall,UAE
1263,2026-01-10,CUST-0313,Male,64,Jewelry,1,206056,206056,Dubai Mall,UAE
1264,2026-01-10,CUST-0588,Male,46,Leather Goods,1,46945,46945,Dubai Mall,UAE
1265,2026-01-10,CUST-0291,Female,23,Fragrances,1,5076,5076,Dubai Mall,UAE
1266,2026-01-10,CUST-0436,Male,59,Jewelry,1,42662,42662,Dubai Mall,UAE
1267,2026-01-10,CUST-0379,Female,63,Couture,1,115069,115069,Dubai Mall,UAE
1268,2026-01-10,CUST-0456,Female,62,Watches,1,153473,153473,Dubai Mall,UAE
1269,2026-01-10,CUST-0583,Female,24,Watches,2,58732,117464,Abu Dhabi,UAE
1270,2026-01-10,CUST-0121,Female,41,Jewelry,1,36864,36864,Abu Dhabi,UAE
1271,2026-01-10,CUST-0229,Male,63,Jewelry,1,450605,450605,Abu Dhabi,UAE
1272,2026-01-10,CUST-0543,Female,39,Watches,2,85295,170590,Abu Dhabi,UAE
1273,2026-01-10,CUST-0480,Female,46,Watches,2,86716,173432,Abu Dhabi,UAE
1274,2026-01-10,CUST-0236,Male,49,Couture,2,121281,242562,London Harrods,UK
1275,2026-01-10,CUST-0379,Female,42,Watches,2,120495,240990,London Harrods,UK
1276,2026-01-10,CUST-0328,Female,32,Watches,1,81615,81615,London Harrods,UK
1277,2026-01-10,CUST-0545,Female,61,Couture,1,118442,118442,London Harrods,UK
1278,2026-01-10,CUST-0585,Male,26,Fragrances,3,8288,24864,London Harrods,UK
1279,2026-01-10,CUST-0483,Male,23,Couture,1,128417,128417,London Harrods,UK
1280,2026-01-10,CUST-0117,Male,26,Watches,2,121332,242664,London Harrods,UK
1281,2026-01-10,CUST-0586,Male,60,Jewelry,1,217875,217875,Milan Duomo,Italy
1282,2026-01-10,CUST-0327,Male,58,Jewelry,1,148732,148732,Milan Duomo,Italy
1283,2026-01-10,CUST-0242,Male,29,Watches,1,86578,86578,Milan Duomo,Italy
1284,2026-01-10,CUST-0567,Male,38,Watches,1,64693,64693,Milan Duomo,Italy
1285,2026-01-10,CUST-0413,Female,53,Couture,1,193564,193564,Milan Duomo,Italy
1286,2026-01-10,CUST-0188,Female,27,Jewelry,1,59697,59697,Milan Duomo,Italy
1287,2026-01-10,CUST-0441,Female,26,Couture,3,298209,894627,Milan Duomo,Italy
1288,2026-01-10,CUST-0180,Male,45,Leather Goods,1,30849,30849,Milan Duomo,Italy
1289,2026-01-11,CUST-0113,Female,57,Jewelry,2,60500,121000,Mumbai Flagship,India
1290,2026-01-11,CUST-0166,Male,26,Leather Goods,3,42766,128298,Mumbai Flagship,India
1291,2026-01-11,CUST-0369,Female,48,Jewelry,2,490469,980938,Mumbai Flagship,India
1292,2026-01-11,CUST-0428,Male,50,Fragrances,3,5702,17106,Mumbai Flagship,India
1293,2026-01-11,CUST-0524,Male,30,Jewelry,1,170968,170968,Mumbai Flagship,India
1294,2026-01-11,CUST-0163,Male,41,Jewelry,1,358478,358478,Delhi Chanakya,India
1295,2026-01-11,CUST-0277,Female,27,Watches,2,80958,161916,Delhi Chanakya,India
1296,2026-01-11,CUST-0164,Female,61,Jewelry,1,213886,213886,Delhi Chanakya,India
